GenTimestamp,/swerve/rotout,/swerve/txout,/swerve/tyout,/swerveMod/BL/setRotation,/swerveMod/BL/setSpeed,/swerveMod/BL/speed,/swerveMod/BR/setRotation,/swerveMod/BR/setSpeed,/swerveMod/BR/speed,/swerveMod/FL/setRotation,/swerveMod/FL/setSpeed,/swerveMod/FL/speed,/swerveMod/FR/setRotation,/swerveMod/FR/setSpeed,/swerveMod/FR/speed,NT:/LiveWindow/Ungrouped/navX-Sensor[4]/Value
5.213021,0,-0,-0.6999999284744263,-0.2839200059559688,0.6999999284744263,0.7505121329991276,-0.2839200059559688,0.6999999284744263,0.7505121329991276,-0.2839200059559688,0.6999999284744263,0.7505121329991276,-0.2839200059559688,0.6999999284744263,0.7505121329991276,1.9965931983894833e-14
5.232991,0,-0,-0.49999988079071045,-0.26019676128891556,0.49999988079071045,-1.1861625265020224,-0.26019676128891556,0.49999988079071045,-1.1861625265020224,-0.26019676128891556,0.49999988079071045,-1.1861625265020224,-0.26019676128891556,0.49999988079071045,-1.1861625265020224,1.9775098849010228e-14
5.252986,0,-0,-0.49999988079071045,-0.20426912704971878,0.49999988079071045,-2.796382962085831,-0.20426912704971878,0.49999988079071045,-2.796382962085831,-0.20426912704971878,0.49999988079071045,-2.796382962085831,-0.20426912704971878,0.49999988079071045,-2.796382962085831,1.990232150362193e-14
5.272968,0,-0,-0.29999983310699463,-0.1263364116337642,0.29999983310699463,-3.8966354193380317,-0.1263364116337642,0.29999983310699463,-3.8966354193380317,-0.1263364116337642,0.29999983310699463,-3.8966354193380317,-0.1263364116337642,0.29999983310699463,-3.8966354193380317,2.168343189192217e-14
5.292958,0,-0,-0.29999983310699463,-0.03860183159378616,0.29999983310699463,-4.386731283819073,-0.03860183159378616,0.29999983310699463,-4.386731283819073,-0.03860183159378616,0.29999983310699463,-4.386731283819073,-0.03860183159378616,0.29999983310699463,-4.386731283819073,
5.31294,0,-0,-0.09999984502792358,0.04651193221541772,0.09999984502792358,-4.255690412508421,0.04651193221541772,0.09999984502792358,-4.255690412508421,0.04651193221541772,0.09999984502792358,-4.255690412508421,0.04651193221541772,0.09999984502792358,-4.255690412508421,2.2701209740683993e-14
5.33293,0,-0,0.050000157207250595,0.11801890929671655,-0.050000157207250595,-3.5753499530485566,0.11801890929671655,-0.050000157207250595,-3.5753499530485566,0.11801890929671655,-0.050000157207250595,-3.5753499530485566,0.11801890929671655,-0.050000157207250595,-3.5753499530485566,2.371898589537992e-14
5.352952,0,-0,0.050000157207250595,0.16769139369460473,-0.050000157207250595,-2.48362216414058,0.16769139369460473,-0.050000157207250595,-2.48362216414058,0.16769139369460473,-0.050000157207250595,-2.48362216414058,0.16769139369460473,-0.050000157207250595,-2.48362216414058,2.4227874819760832e-14
5.372007,0,-0,0.15000015497207642,0.19090168078872094,-0.15000015497207642,-1.1605154062806813,0.19090168078872094,-0.15000015497207642,-1.1605154062806813,0.19090168078872094,-0.15000015497207642,-1.1605154062806813,0.19090168078872094,-0.15000015497207642,-1.1605154062806813,2.5245652668522654e-14
5.392031,0,-0,0.15000015497207642,0.18691603740188012,-0.15000015497207642,0.1992844189098193,0.18691603740188012,-0.15000015497207642,0.1992844189098193,0.18691603740188012,-0.15000015497207642,0.1992844189098193,0.18691603740188012,-0.15000015497207642,0.1992844189098193,2.5500097977746057e-14
5.413077,0,-0.10000000149011612,0.25000014901161194,0.5391549497532722,-0.2692583792639542,1.413360588700385,0.5391549497532722,-0.2692583792639542,1.413360588700385,0.5391549497532722,-0.2692583792639542,1.413360588700385,0.5391549497532722,-0.2692583792639542,1.413360588700385,2.5468291890576658e-14
5.433024,0,-0.20000000298023224,0.35000017285346985,0.5809613326843293,-0.4031130389723851,4.84166773519703,0.5809613326843293,-0.4031130389723851,4.84166773519703,0.5809613326843293,-0.4031130389723851,4.84166773519703,0.5809613326843293,-0.4031130389723851,4.84166773519703,2.5086625620807448e-14
5.452997,0,-0.20000000298023224,0.35000017285346985,0.41607640779571864,-0.40311303897238515,8.244249051219628,0.41607640779571864,-0.40311303897238515,8.244249051219628,0.41607640779571864,-0.40311303897238515,8.244249051219628,0.41607640779571864,-0.40311303897238515,8.244249051219628,2.4577736696426537e-14
5.473053,0,-0.30000001192092896,0.45000019669532776,0.2797032800145878,-0.5408328615925545,10.261482105009643,0.2797032800145878,-0.5408328615925545,10.261482105009643,0.2797032800145878,-0.5408328615925545,10.261482105009643,0.2797032800145878,-0.5408328615925545,10.261482105009643,2.3559958847664715e-14
5.492973,0,-0.30000001192092896,0.45000019669532776,0.05564453272302283,-0.5408328615925545,11.20293711142191,0.05564453272302283,-0.5408328615925545,11.20293711142191,0.05564453272302283,-0.5408328615925545,11.20293711142191,0.05564453272302283,-0.5408328615925545,11.20293711142191,
5.512967,0,-0.40000003576278687,0.45000019669532776,-0.017423072983776544,-0.602079899711047,10.585366519574034,-0.017423072983776544,-0.602079899711047,10.585366519574034,-0.017423072983776544,-0.602079899711047,10.585366519574034,-0.017423072983776544,-0.602079899711047,10.585366519574034,2.2542180998902893e-14
5.532948,0,-0.5000000596046448,0.25000014901161194,0.17227105593148523,-0.5590171143269913,9.540611149633273,0.17227105593148523,-0.5590171143269913,9.540611149633273,0.17227105593148523,-0.5590171143269913,9.540611149633273,0.17227105593148523,-0.5590171143269913,9.540611149633273,
